Tube Name:,strain_number,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,P2 Events,P3 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H1-UR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,P2 % Total,P3 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,H1-UR % Parent,H1-UL % Parent,H1-LL % Parent,H1-LR % Parent,P2 % Parent,P3 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,P2 Mean FITC-A,P3 Mean FITC-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A,P2 Mean FSC-A,P3 Mean FSC-A,All Events  Mean SSC-A,P1 Mean SSC-A,V1L Mean SSC-A,V1R Mean SSC-A,H1-UR Mean SSC-A,H1-UL Mean SSC-A,H1-LL Mean SSC-A,H1-LR Mean SSC-A,P2 Mean SSC-A,P3 Mean SSC-A,All Events  Mean FSC-Width,P1 Mean FSC-Width,V1L Mean FSC-Width,V1R Mean FSC-Width,H1-UR Mean FSC-Width,H1-UL Mean FSC-Width,H1-LL Mean FSC-Width,H1-LR Mean FSC-Width,P2 Mean FSC-Width,P3 Mean FSC-Width,All Events  Mean Time,P1 Mean Time,V1L Mean Time,V1R Mean Time,H1-UR Mean Time,H1-UL Mean Time,H1-LL Mean Time,H1-LR Mean Time,P2 Mean Time,P3 Mean Time,All Events  CV FITC-A,P1 CV FITC-A,V1L CV FITC-A,V1R CV FITC-A,H1-UR CV FITC-A,H1-UL CV FITC-A,H1-LL CV FITC-A,H1-LR CV FITC-A,P2 CV FITC-A,P3 CV FITC-A,All Events  rCV FITC-A,P1 rCV FITC-A,V1L rCV FITC-A,V1R rCV FITC-A,H1-UR rCV FITC-A,H1-UL rCV FITC-A,H1-LL rCV FITC-A,H1-LR rCV FITC-A,P2 rCV FITC-A,P3 rCV FITC-A
01-Well-D11,1,,200000,161804,4580,157224,0,0,2301,101995,194637,104296,100.00%,80.90%,2.29%,78.61%,0.00%,0.00%,1.15%,51.00%,97.32%,52.15%,100.00%,80.90%,2.83%,97.17%,0.00%,0.00%,2.21%,97.79%,97.32%,64.46%,129109.9,135009.3,2398.1,138872.3,####,####,2862.7,136381.2,129441.4,133435.5,11040.3,11265.4,9112.4,11328.1,####,####,10066.3,11420.7,11059.1,11390.8,9101,9580.4,8114.3,9623.1,####,####,9019.2,9676.1,9079.3,9661.6,669.4,684.2,653.4,685.1,####,####,668.5,674.3,669.7,674.2,272022.8,267107.5,228005.1,268246.6,####,####,227866.2,267811.3,279263.7,266930,59.59%,50.63%,150.45%,47.11%,####,####,139.25%,36.58%,59.43%,39.79%,42.33%,40.06%,126.54%,38.73%,####,####,119.37%,34.20%,42.25%,35.23%
01-Well-D12,1,,200000,154014,2759,151255,0,0,1096,93421,198341,94517,100.00%,77.01%,1.38%,75.63%,0.00%,0.00%,0.55%,46.71%,99.17%,47.26%,100.00%,77.01%,1.79%,98.21%,0.00%,0.00%,1.16%,98.84%,99.17%,61.37%,52421.1,54550.9,1891.8,55511.4,####,####,2154.3,57630.7,52503.4,56987.4,12183.2,12141.1,10150.9,12177.4,####,####,10581.2,12530,12196,12507.4,9454.6,9766.3,9045.9,9779.4,####,####,9983.4,10444.6,9446.3,10439.2,700.8,717.5,697.5,717.9,####,####,688.2,700,701.1,699.9,695029.8,700839.1,510954.6,704302.7,####,####,515336.2,699609.1,700770.2,697472.3,69.43%,40.15%,179.80%,37.65%,####,####,171.96%,29.59%,69.45%,31.53%,35.65%,32.55%,102.95%,31.86%,####,####,104.12%,27.72%,35.59%,28.11%
01-Well-E1,1,,200000,164406,4793,159613,0,0,2276,104358,195924,106634,100.00%,82.20%,2.40%,79.81%,0.00%,0.00%,1.14%,52.18%,97.96%,53.32%,100.00%,82.20%,2.92%,97.08%,0.00%,0.00%,2.13%,97.87%,97.96%,64.86%,82875.6,85851.1,1800.3,88375.1,####,####,2050.9,87191.9,83078.9,85374.7,11885.8,11995,9528.4,12069.1,####,####,10369.7,12216.5,11909.4,12177.1,9896,10299.7,8475.4,10354.5,####,####,9488.6,10569.8,9897.7,10546.7,684,697.4,667.3,698.3,####,####,674.9,685.4,684.5,685.2,337320.3,336165.8,275221.8,337995.9,####,####,269887.4,336333,344159.9,334914.8,62.83%,46.51%,180.30%,42.69%,####,####,173.21%,32.78%,62.91%,36.12%,38.66%,36.34%,104.56%,34.99%,####,####,99.22%,31.02%,38.59%,31.93%
01-Well-E2,1,,200000,167006,4282,162724,0,0,2037,109345,198103,111382,100.00%,83.50%,2.14%,81.36%,0.00%,0.00%,1.02%,54.67%,99.05%,55.69%,100.00%,83.50%,2.56%,97.44%,0.00%,0.00%,1.83%,98.17%,99.05%,66.69%,87046.8,90821.7,1855.1,93162.8,####,####,2168.5,93383.8,87171,91715.6,11668.3,11796.2,9537.3,11855.6,####,####,10248.7,12036.4,11679.5,12003.7,9866.5,10136.9,8451.8,10181.2,####,####,9440.8,10465,9868.5,10446.2,683.3,697.3,674.5,697.9,####,####,678.5,686.1,683.6,686,407586.3,408557.2,322386.1,410824.8,####,####,313182.1,407587.9,411421.8,405861.4,54.36%,44.05%,169.09%,40.57%,####,####,163.04%,29.92%,54.34%,33.00%,36.57%,33.73%,107.61%,32.60%,####,####,105.73%,28.72%,36.53%,29.46%
01-Well-E3,2,,200000,142519,39604,102915,0,0,25853,63036,199409,88889,100.00%,71.26%,19.80%,51.46%,0.00%,0.00%,12.93%,31.52%,99.70%,44.44%,100.00%,71.26%,27.79%,72.21%,0.00%,0.00%,29.08%,70.92%,99.70%,62.37%,32339,32582.4,10753.4,40982.7,####,####,11834,42132.6,32374.4,33320.4,14204.2,13251.2,11609.1,13883.2,####,####,12365,13581.4,14212.6,13227.6,10614.9,10671.5,9098.6,11276.8,####,####,10116,11306.1,10602,10960,715.6,730.5,713.6,737,####,####,703.1,714.5,715.8,711.2,1445901.3,1449564.4,1416872.4,1462145,####,####,1422680.6,1457578.6,1450159.9,1447428.8,75.65%,62.13%,36.00%,42.81%,####,####,30.94%,36.58%,75.57%,57.07%,80.87%,75.63%,25.18%,42.44%,####,####,23.25%,35.13%,80.79%,73.34%
01-Well-E4,1,,200000,162165,3477,158688,0,0,1455,100627,198472,102082,100.00%,81.08%,1.74%,79.34%,0.00%,0.00%,0.73%,50.31%,99.24%,51.04%,100.00%,81.08%,2.14%,97.86%,0.00%,0.00%,1.43%,98.57%,99.24%,62.95%,109820.9,114235.7,1974.2,116695.4,####,####,2379.3,118915.1,109992.4,117254.1,11833.4,11939.7,9914.7,11984.1,####,####,10378.1,12355.8,11839.8,12327.6,9560.6,9933.2,8910.6,9955.6,####,####,9915.2,10557.9,9555.1,10548.8,690.4,705.3,687.8,705.6,####,####,681.5,691.8,690.6,691.6,471737.5,474359.8,360015.7,476865.3,####,####,347111.1,472277.2,475290,470493.2,53.72%,43.51%,157.60%,40.58%,####,####,147.19%,32.37%,53.64%,34.66%,37.91%,35.50%,116.57%,34.54%,####,####,117.22%,31.07%,37.86%,31.67%
01-Well-E5,1,,200000,167405,4772,162633,0,0,2185,101700,198088,103885,100.00%,83.70%,2.39%,81.32%,0.00%,0.00%,1.09%,50.85%,99.04%,51.94%,100.00%,83.70%,2.85%,97.15%,0.00%,0.00%,2.10%,97.90%,99.04%,62.06%,106731.3,110841.4,1921.4,114037.3,####,####,2324.6,114161.1,106907.2,111808.9,11667.6,11842.3,9647.9,11906.7,####,####,10542.5,12156.6,11675.5,12122.7,9855.7,10303.9,8573,10354.7,####,####,9689.7,10749.7,9854.7,10727.4,684.4,697.8,671,698.6,####,####,676.9,685.5,684.5,685.3,324812.4,322873.7,276042.7,324247.8,####,####,266740,321881.9,327889.2,320722.1,60.98%,46.75%,169.39%,43.01%,####,####,156.09%,32.99%,60.98%,36.29%,39.41%,36.84%,110.83%,35.51%,####,####,107.90%,31.20%,39.36%,32.08%
01-Well-E6,1,,200000,162497,130847,31650,0,0,85087,13865,198324,98952,100.00%,81.25%,65.42%,15.83%,0.00%,0.00%,42.54%,6.93%,99.16%,49.48%,100.00%,81.25%,80.52%,19.48%,0.00%,0.00%,85.99%,14.01%,99.16%,60.89%,11793.5,12300,10146.8,21201.6,####,####,11084.7,20346.2,11797.5,12382.4,11602.1,11763.6,10702.8,16149.4,####,####,11658.9,14390.5,11606.7,12041.6,9864,10062.4,8969.7,14579.6,####,####,10123.6,12725.1,9849.8,10488.1,682.3,696.7,675.3,785,####,####,681,706.5,682.4,684.6,353226,348313.6,346084.3,357529.6,####,####,342793.6,342186.4,356132.9,342708.5,82.35%,54.70%,30.96%,45.53%,####,####,27.55%,45.33%,78.03%,44.44%,39.66%,37.15%,31.00%,18.21%,####,####,28.08%,11.84%,39.64%,31.74%
01-Well-E7,1,,200000,165597,4317,161280,0,1,2094,101971,198418,104066,100.00%,82.80%,2.16%,80.64%,0.00%,0.00%,1.05%,50.99%,99.21%,52.03%,100.00%,82.80%,2.61%,97.39%,0.00%,0.00%,2.01%,97.99%,99.21%,62.84%,101986,106016,2430.4,108788.7,####,600.7,3030.7,107712.6,102176.1,105605.2,11656.4,11813.7,9687.7,11870.6,####,5346.4,10757.1,12049.5,11665,12023.4,9861.6,10234.7,8485.4,10281.6,####,5864.6,9576.9,10522.8,9861.1,10503.7,680.7,694.8,667.8,695.5,####,647.9,676.6,682.6,680.9,682.5,341664,342446.2,293468.1,343757.2,####,285960,297584.7,346778.7,344324,345788.2,63.34%,48.27%,155.10%,44.97%,####,0.00%,140.84%,34.27%,63.29%,37.30%,40.29%,37.87%,121.26%,36.64%,####,0.00%,121.15%,31.85%,40.24%,32.73%
01-Well-E8,1,,6676,1303,799,504,0,0,309,254,5090,563,100.00%,19.52%,11.97%,7.55%,0.00%,0.00%,4.63%,3.80%,76.24%,8.43%,100.00%,19.52%,61.32%,38.68%,0.00%,0.00%,54.88%,45.12%,76.24%,43.21%,8797.9,37867.6,804.9,96623.7,####,####,1084.1,102712.5,8121.7,46934.2,10661.5,12113.7,11852.2,12528.4,####,####,8846.7,13401.7,10849.3,10901.7,25655.9,12064.9,13274.6,10147,####,####,11206.2,11652.4,24830.3,11407.5,588.1,750,759.3,735.4,####,####,702.8,719,588.5,710.1,1354948.6,1390377.4,1003412.8,2003839.3,####,####,1032647.8,1760835,474307,1361172.8,335.52%,138.24%,259.87%,39.35%,####,####,272.53%,35.40%,354.24%,119.81%,202.86%,144.76%,109.45%,36.70%,####,####,95.18%,32.60%,191.95%,163.39%
01-Well-E9,1,,200000,136985,4502,132483,0,0,2088,79275,187143,81363,100.00%,68.49%,2.25%,66.24%,0.00%,0.00%,1.04%,39.64%,93.57%,40.68%,100.00%,68.49%,3.29%,96.71%,0.00%,0.00%,2.57%,97.43%,93.57%,59.40%,98246.9,100667.8,2561.5,104001.6,####,####,3145.2,106446.7,98255.4,103795.7,14372.2,13377.1,11930.4,13426.3,####,####,12248.3,13444.7,14369.9,13414,10830.9,10598.8,9681.4,10630,####,####,10464.3,11049.1,10868.2,11034.1,719.4,735.9,727.1,736.2,####,####,706.2,714.7,719.3,714.4,1665375.1,1673938.8,1377614.5,1684008.4,####,####,1318037,1674363.3,1577403.3,1665219,50.81%,40.44%,128.71%,35.65%,####,####,117.19%,30.49%,50.86%,34.65%,37.61%,33.84%,111.58%,32.45%,####,####,121.12%,29.20%,37.57%,30.27%
01-Well-E10,1,,200000,148917,3882,145035,0,0,1659,88680,198931,90339,100.00%,74.46%,1.94%,72.52%,0.00%,0.00%,0.83%,44.34%,99.47%,45.17%,100.00%,74.46%,2.61%,97.39%,0.00%,0.00%,1.84%,98.16%,99.47%,60.66%,109357.8,115114.2,2850.5,118119,####,####,3778.9,122234,109529.8,120058.7,12042.5,12058.4,10562.8,12098.4,####,####,11318.4,12500.2,12051.7,12478.5,9052.8,9486.5,9230.8,9493.3,####,####,10439.7,10191.3,9048.5,10195.8,700.6,718.5,704.6,718.9,####,####,696.9,701.5,700.8,701.4,840252.8,848760,651404.1,854042.4,####,####,682060.2,861257.4,844720.7,857966.6,52.25%,42.73%,129.36%,39.14%,####,####,110.28%,33.35%,52.12%,36.16%,38.04%,35.41%,123.93%,34.31%,####,####,128.54%,31.57%,37.96%,32.34%
01-Well-E11,1,,200000,156101,2119,153982,0,0,1044,95092,193273,96136,100.00%,78.05%,1.06%,76.99%,0.00%,0.00%,0.52%,47.55%,96.64%,48.07%,100.00%,78.05%,1.36%,98.64%,0.00%,0.00%,1.09%,98.91%,96.64%,61.59%,48630,51616.9,4348.7,52267.3,####,####,3821.9,50597.4,48821.4,50089.5,9577,10039.5,8293.2,10063.5,####,####,8930.1,10186.3,9592.1,10172.7,7953.5,8596.1,7701.4,8608.4,####,####,8250.8,8432,7923,8430,640.6,657.4,631.8,657.8,####,####,661.8,657.1,640.5,657.2,197825.4,194172.8,158630.6,194661.9,####,####,159569.6,194460,204415.6,194081.1,60.11%,51.02%,126.67%,49.58%,####,####,138.93%,35.49%,60.27%,36.96%,42.49%,40.65%,150.55%,40.00%,####,####,139.89%,33.84%,42.50%,34.32%
01-Well-E12,1,,200000,147743,2579,145164,0,0,918,80367,199011,81285,100.00%,73.87%,1.29%,72.58%,0.00%,0.00%,0.46%,40.18%,99.51%,40.64%,100.00%,73.87%,1.75%,98.25%,0.00%,0.00%,1.13%,98.87%,99.51%,55.02%,45628.6,46997.6,2214.2,47793.2,####,####,2505.3,50325.2,45689.3,49785.2,12880.1,12587.1,10802.1,12618.8,####,####,11111.9,13009.8,12892,12988.3,9519.2,9947.3,9223.2,9960.2,####,####,10264.7,10869.6,9515.8,10862.7,714.3,731.4,720.2,731.6,####,####,701.7,709.6,714.6,709.5,1016229.4,1021229.7,754864.8,1025962,####,####,743394.6,1004175.1,1021235.4,1001229.9,48.52%,37.50%,169.36%,34.99%,####,####,163.01%,28.02%,48.41%,29.95%,34.31%,31.23%,104.61%,30.59%,####,####,111.73%,26.65%,34.25%,27.06%
01-Well-F1,1,,200000,157721,3635,154086,0,0,1338,85311,198066,86649,100.00%,78.86%,1.82%,77.04%,0.00%,0.00%,0.67%,42.66%,99.03%,43.32%,100.00%,78.86%,2.30%,97.70%,0.00%,0.00%,1.54%,98.46%,99.03%,54.94%,82826.6,86467.2,1723.1,88466.4,####,####,2029.5,90743.5,82946,89373.6,12056.2,12144.8,9889.5,12198,####,####,10726.6,12592.2,12067.9,12563.4,9719.7,10122.9,8609.7,10158.6,####,####,9957,10953.6,9721.8,10938.2,696.5,711.9,686.4,712.5,####,####,685.4,694.8,696.8,694.7,420753.2,421642.3,352415.5,423275.4,####,####,328029.3,412693.4,424775.8,411386.1,52.89%,42.58%,183.72%,39.39%,####,####,174.51%,29.98%,52.85%,32.59%,37.09%,34.26%,101.33%,33.29%,####,####,97.38%,29.26%,37.07%,29.84%
01-Well-F2,1,,200000,157178,4759,152419,0,1,1777,91842,196521,93620,100.00%,78.59%,2.38%,76.21%,0.00%,0.00%,0.89%,45.92%,98.26%,46.81%,100.00%,78.59%,3.03%,96.97%,0.00%,0.00%,1.90%,98.10%,98.26%,59.56%,141479.9,148453.2,1894.6,153029.2,####,944.7,794.9,153007.4,141788.1,150116.6,11430.1,11611.6,9739.2,11670,####,7397,10562.7,12012,11442.2,11984.4,9173,9732.1,8411.1,9773.3,####,8196.4,9430.9,10238.2,9169.1,10222.9,679,694.9,675,695.6,####,606.5,679,682.7,679.1,682.6,326162.8,320083.6,269714.8,321656.3,####,249182,269007.2,323539.3,331779.3,322503.4,58.03%,49.45%,170.41%,45.58%,####,0.00%,112.71%,35.87%,58.02%,38.76%,41.84%,39.66%,114.20%,38.15%,####,0.00%,99.09%,33.85%,41.80%,34.75%
01-Well-F3,2,,200000,159895,103088,56807,0,0,63872,34474,198029,98346,100.00%,79.95%,51.54%,28.40%,0.00%,0.00%,31.94%,17.24%,99.01%,49.17%,100.00%,79.95%,64.47%,35.53%,0.00%,0.00%,64.95%,35.05%,99.01%,61.51%,15529.7,16333.1,2339.2,41728,####,####,2427.1,43342.4,15558.8,16769.4,11521.7,11720.9,11521.3,12083,####,####,12055.2,12227.5,11539.6,12115.6,9309.6,9821.6,9644.6,10142.8,####,####,10376.4,10457.9,9311.3,10404.9,684.9,701,696.2,709.7,####,####,687.9,689.5,685.3,688.4,477675,480089.3,476827.4,486008.6,####,####,474942.8,480737.1,482341.4,476973.9,139.72%,127.01%,56.93%,34.55%,####,####,48.06%,29.38%,139.63%,124.92%,77.11%,73.36%,39.61%,31.68%,####,####,34.41%,28.09%,77.05%,64.17%
01-Well-F4,1,,200000,151573,4110,147463,0,0,1769,86182,197959,87951,100.00%,75.79%,2.05%,73.73%,0.00%,0.00%,0.88%,43.09%,98.98%,43.98%,100.00%,75.79%,2.71%,97.29%,0.00%,0.00%,2.01%,97.99%,98.98%,58.03%,76694.3,80685.3,1952,82879.7,####,####,2354.8,86013,76818.9,84330.3,11734.4,11859.8,10415.1,11900.1,####,####,11040.1,12418,11748.8,12390.3,9073.5,9596.5,8692.3,9621.7,####,####,9746.3,10445.8,9071.2,10431.7,693.5,710.4,700.1,710.7,####,####,689.4,695,693.9,694.9,528900.8,530134.4,435477.2,532772.7,####,####,438261.1,523052.7,534260.9,521347.2,55.24%,43.32%,165.33%,39.61%,####,####,153.23%,31.76%,55.19%,34.96%,38.77%,35.63%,103.47%,34.41%,####,####,111.32%,30.13%,38.71%,31.02%
01-Well-F5,1,,200000,160918,4809,156109,0,1,2019,96738,198134,98758,100.00%,80.46%,2.40%,78.05%,0.00%,0.00%,1.01%,48.37%,99.07%,49.38%,100.00%,80.46%,2.99%,97.01%,0.00%,0.00%,2.04%,97.95%,99.07%,61.37%,113485.6,118503.8,1773.9,122099.7,####,1626.7,2112,123138.7,113655.6,120663.2,12027.6,12111.4,9934.8,12178.5,####,13881.3,10689.6,12484.8,12035,12448.1,9667.9,10143.2,8483.9,10194.3,####,13642.1,9765.1,10702.7,9657.2,10683.5,690.6,705.6,687.6,706.2,####,754.1,682.5,691.2,690.8,691.1,394939.7,395720.1,331405.7,397701.4,####,518449,311008.3,393024.9,398578.5,391349.4,57.54%,45.74%,166.90%,41.73%,####,0.00%,158.87%,32.80%,57.52%,36.04%,39.57%,37.17%,100.01%,35.69%,####,0.00%,103.08%,32.10%,39.53%,33.04%
01-Well-F6,1,,200000,161543,107578,53965,0,0,69055,28463,196756,97518,100.00%,80.77%,53.79%,26.98%,0.00%,0.00%,34.53%,14.23%,98.38%,48.76%,100.00%,80.77%,66.59%,33.41%,0.00%,0.00%,70.81%,29.19%,98.38%,60.37%,13824.7,14392.4,11191.3,20773.8,####,####,12312.2,20041.1,13850.5,14568.1,11935.4,12043.8,10570.2,14981.3,####,####,11642.1,14215.9,11946,12393.3,9873.6,10268.6,8744,13307.9,####,####,10106.1,12485.4,9864.3,10800.6,687.8,701.8,678.5,748.4,####,####,682.1,705.4,688.1,688.9,348923.6,347076.2,341418.6,358354.5,####,####,343551.6,354799.3,354524.7,346834.5,57.04%,46.51%,27.75%,35.29%,####,####,23.79%,27.00%,57.03%,35.65%,36.45%,34.04%,25.23%,16.65%,####,####,22.39%,12.38%,36.44%,28.87%
01-Well-F7,1,,200000,150328,150183,145,0,0,89288,92,199058,89380,100.00%,75.16%,75.09%,0.07%,0.00%,0.00%,44.64%,0.05%,99.53%,44.69%,100.00%,75.16%,99.90%,0.10%,0.00%,0.00%,99.90%,0.10%,99.53%,59.46%,341.4,354.6,311.5,45036.6,####,####,323.4,45986.8,340.9,370.4,11832.5,11817.8,11816.6,13047,####,####,12242.7,13199.7,11840.1,12243.7,9125.6,9507.8,9506.5,10839.2,####,####,10185.6,10913.4,9126.1,10186.4,695.8,711.7,711.7,720.2,####,####,695.4,696.9,696,695.4,602850.5,606594.9,606681.5,516934.4,####,####,606908.5,507525.7,605653.3,606806.3,496.20%,494.97%,139.99%,70.40%,####,####,140.27%,69.70%,496.90%,497.56%,81.67%,76.48%,76.43%,61.42%,####,####,70.66%,56.30%,81.77%,70.62%
01-Well-F8,1,,5839,999,969,30,0,0,383,11,4083,394,100.00%,17.11%,16.60%,0.51%,0.00%,0.00%,6.56%,0.19%,69.93%,6.75%,100.00%,17.11%,97.00%,3.00%,0.00%,0.00%,97.21%,2.79%,69.93%,39.44%,902.8,3324.4,647.1,89800.4,####,####,781,118600.2,958.8,4070.4,15610.6,12511.1,12517.5,12303.8,####,####,10204.7,12035.6,16833,10255.8,40824.6,12965.7,13072.6,9511.7,####,####,11696.5,9936.8,38983.8,11647.4,593.9,763.4,765.2,704.5,####,####,704.6,681.7,595.4,704,1636558.3,1564015.4,1570125.8,1366648.9,####,####,1397196.1,943102.4,507541.3,1384518.4,891.69%,540.16%,269.93%,61.19%,####,####,292.16%,48.20%,863.38%,530.30%,197.53%,103.88%,101.66%,66.77%,####,####,95.14%,46.09%,186.49%,91.46%
01-Well-F9,1,,200000,152141,126860,25281,0,0,82971,9758,197431,92729,100.00%,76.07%,63.43%,12.64%,0.00%,0.00%,41.49%,4.88%,98.72%,46.36%,100.00%,76.07%,83.38%,16.62%,0.00%,0.00%,89.48%,10.52%,98.72%,60.95%,11536.9,11960.2,10277.7,20402.7,####,####,11146,19116.2,11557.6,11984.7,12480.2,12314.5,11280.1,17505.1,####,####,12157,15158,12490.8,12472.8,10163.4,10490.9,9452.4,15702,####,####,10515.7,13168.1,10151.9,10794.8,689,703.2,683.7,800.8,####,####,685.8,714.1,689.1,688.8,386445.5,391678.3,386367.3,418329.1,####,####,396145.2,407365.6,391355,397326,58.31%,44.35%,30.40%,28.94%,####,####,27.03%,19.93%,58.00%,32.99%,37.34%,34.48%,29.61%,16.63%,####,####,26.87%,9.56%,37.30%,29.43%
01-Well-F10,1,,200000,153371,7459,145912,0,0,4068,89778,198372,93846,100.00%,76.69%,3.73%,72.96%,0.00%,0.00%,2.03%,44.89%,99.19%,46.92%,100.00%,76.69%,4.86%,95.14%,0.00%,0.00%,4.33%,95.67%,99.19%,61.19%,58695.2,61697.6,3199,64688,####,####,3801.6,66355.3,58804,63643.8,11912.5,11999.4,10879.5,12056.6,####,####,11676.9,12458.1,11923.7,12424.2,9287.3,9785.4,8939.5,9828.6,####,####,9895,10423.1,9278.6,10400.2,691.9,708.2,696.5,708.8,####,####,690,694.4,692.2,694.2,543949.2,546407.3,481545.3,549723.1,####,####,478425.7,545656.1,548340.4,542741.8,55.12%,45.90%,132.38%,39.66%,####,####,123.20%,31.86%,55.01%,38.19%,40.86%,37.62%,135.25%,35.20%,####,####,142.27%,31.60%,40.77%,33.78%
01-Well-F11,1,,200000,151842,2643,149199,0,0,1352,85659,194505,87011,100.00%,75.92%,1.32%,74.60%,0.00%,0.00%,0.68%,42.83%,97.25%,43.51%,100.00%,75.92%,1.74%,98.26%,0.00%,0.00%,1.55%,98.45%,97.25%,57.30%,114660.6,120820.7,2419.9,122918.2,####,####,2630.5,123240.5,115064.1,121366.4,10039.1,10353.5,9492.2,10368.7,####,####,10027.6,10699.5,10052.2,10689,8190.3,8747.4,8234,8756.5,####,####,8758.9,9003.9,8171.9,9000.1,654.7,671.7,665.2,671.8,####,####,671.4,665.8,654.8,665.9,222593.7,216267.6,192881.5,216681.9,####,####,191164.6,214129.5,228632.7,213772.7,62.32%,55.84%,157.98%,53.84%,####,####,154.43%,41.51%,62.18%,43.59%,48.63%,46.71%,125.87%,45.72%,####,####,122.74%,39.59%,48.60%,40.51%
